zenith_cut,angle,phi0,gamma,detector,length_days,mean_max_efstat,mean_max_efstat_error
5.0,5.0,1e-06,1.5,combined,150.0,60.06035707753564,0.0
5.0,5.0,1e-06,1.5625,combined,150.0,60.435582476801535,0.0
5.0,5.0,1e-06,1.625,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,1.6875,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,1.75,combined,150.0,59.30223053818504,0.0
5.0,5.0,1e-06,1.8125,combined,150.0,58.89751201086078,0.0
5.0,5.0,1e-06,1.875,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,1.9375,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.0,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.0625,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.125,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.1875,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.25,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.3125,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.375,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.4375,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.5,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.5625,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.625,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.6875,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.75,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.8125,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.875,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,2.9375,combined,150.0,58.96367575476211,0.0
5.0,5.0,1e-06,3.0,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,1.5,combined,150.0,54.57341456894006,0.0
5.0,5.0,2.8729848333536627e-06,1.5625,combined,150.0,55.691869912979854,0.0
5.0,5.0,2.8729848333536627e-06,1.625,combined,150.0,58.520794642354645,0.0
5.0,5.0,2.8729848333536627e-06,1.6875,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,1.75,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,1.8125,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,1.875,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,1.9375,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.0,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.0625,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.125,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.1875,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.25,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.3125,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.375,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.4375,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.5,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.5625,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.625,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.6875,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.75,combined,150.0,58.96367575476211,0.0
5.0,5.0,2.8729848333536627e-06,2.8125,combined,150.0,58.96367575476211,0.0
