zenith_cut,angle,phi0,gamma,detector,length_days,mean_max_efstat,mean_max_efstat_error
150.0,5.0,1e-14,1.5,arca,150.0,60.2608695652174,0.0
150.0,5.0,1e-14,1.5625,arca,150.0,58.35607094133698,0.0
150.0,5.0,1e-14,1.625,arca,150.0,59.22919508867668,0.0
150.0,5.0,1e-14,1.6875,arca,150.0,63.19125683060109,0.0
150.0,5.0,1e-14,1.75,arca,150.0,62.57201646090534,0.0
150.0,5.0,1e-14,1.8125,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,1.875,arca,150.0,68.6158038147139,0.0
150.0,5.0,1e-14,1.9375,arca,150.0,62.163487738419626,0.0
150.0,5.0,1e-14,2.0,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.0625,arca,150.0,55.16689466484267,0.0
150.0,5.0,1e-14,2.125,arca,150.0,60.102319236016385,0.0
150.0,5.0,1e-14,2.1875,arca,150.0,63.64577656675749,0.0
150.0,5.0,1e-14,2.25,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.3125,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.375,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.4375,arca,150.0,58.55737704918032,0.0
150.0,5.0,1e-14,2.5,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.5625,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.625,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.6875,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.75,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.8125,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,2.875,arca,150.0,56.68998628257887,0.0
150.0,5.0,1e-14,2.9375,arca,150.0,63.86301369863014,0.0
150.0,5.0,1e-14,3.0,arca,150.0,63.86301369863014,0.0
150.0,5.0,2.1544346900318866e-14,1.5,arca,150.0,64.12925170068027,0.0
150.0,5.0,2.1544346900318866e-14,1.5625,arca,150.0,57.245901639344254,0.0
