zenith_cut,angle,phi0,gamma,detector,mean_max_efstat,mean_max_efstat_error
0.0,30.0,1e-06,1.5,arca,62.49692022238992,0.0
0.0,30.0,1e-06,1.5,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.5,combined,59.831340164522835,0.0
0.0,30.0,1e-06,1.5625,arca,65.34610330803048,0.0
0.0,30.0,1e-06,1.5625,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.5625,combined,75.87902103104176,0.0
0.0,30.0,1e-06,1.625,arca,62.85010359605117,0.0
0.0,30.0,1e-06,1.625,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.625,combined,66.48349892456537,0.0
0.0,30.0,1e-06,1.6875,arca,70.28201042349139,0.0
0.0,30.0,1e-06,1.6875,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.6875,combined,81.62701729125767,0.0
0.0,30.0,1e-06,1.75,arca,61.4076280344764,0.0
0.0,30.0,1e-06,1.75,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.75,combined,81.62701729125767,0.0
0.0,30.0,1e-06,1.8125,arca,70.28201042349139,0.0
0.0,30.0,1e-06,1.8125,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.8125,combined,81.62701729125767,0.0
0.0,30.0,1e-06,1.875,arca,70.28201042349139,0.0
0.0,30.0,1e-06,1.875,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.875,combined,81.62701729125767,0.0
0.0,30.0,1e-06,1.9375,arca,70.28201042349139,0.0
0.0,30.0,1e-06,1.9375,orca,57.91946380126602,0.0
0.0,30.0,1e-06,1.9375,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.0,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.0,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.0,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.0625,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.0625,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.0625,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.125,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.125,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.125,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.1875,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.1875,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.1875,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.25,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.25,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.25,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.3125,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.3125,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.3125,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.375,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.375,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.375,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.4375,arca,70.28201042349139,0.0
0.0,30.0,1e-06,2.4375,orca,57.91946380126602,0.0
0.0,30.0,1e-06,2.4375,combined,81.62701729125767,0.0
0.0,30.0,1e-06,2.5,arca,70.28201042349139,0.0
