zenith_cut,angle,phi0,gamma,detector,mean_max_efstat,mean_max_efstat_error
30.0,30.0,1e-06,1.5,arca,59.862642088992445,0.0
30.0,30.0,1e-06,1.5,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.5,combined,66.30230022893274,0.0
30.0,30.0,1e-06,1.5625,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.5625,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.5625,combined,61.94999176097253,0.0
30.0,30.0,1e-06,1.625,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.625,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.625,combined,81.62701729125767,0.0
30.0,30.0,1e-06,1.6875,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.6875,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.6875,combined,81.62701729125767,0.0
30.0,30.0,1e-06,1.75,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.75,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.75,combined,81.62701729125767,0.0
30.0,30.0,1e-06,1.8125,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.8125,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.8125,combined,81.62701729125767,0.0
30.0,30.0,1e-06,1.875,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.875,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.875,combined,81.62701729125767,0.0
30.0,30.0,1e-06,1.9375,arca,70.28201042349139,0.0
30.0,30.0,1e-06,1.9375,orca,57.91946380126602,0.0
30.0,30.0,1e-06,1.9375,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.0,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.0,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.0,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.0625,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.0625,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.0625,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.125,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.125,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.125,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.1875,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.1875,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.1875,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.25,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.25,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.25,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.3125,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.3125,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.3125,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.375,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.375,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.375,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.4375,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.4375,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.4375,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.5,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.5,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.5,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.5625,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.5625,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.5625,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.625,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.625,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.625,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.6875,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.6875,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.6875,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.75,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.75,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.75,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.8125,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.8125,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.8125,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.875,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.875,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.875,combined,81.62701729125767,0.0
30.0,30.0,1e-06,2.9375,arca,70.28201042349139,0.0
30.0,30.0,1e-06,2.9375,orca,57.91946380126602,0.0
30.0,30.0,1e-06,2.9375,combined,81.62701729125767,0.0
30.0,30.0,1e-06,3.0,arca,70.28201042349139,0.0
30.0,30.0,1e-06,3.0,orca,57.91946380126602,0.0
30.0,30.0,1e-06,3.0,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,1.5,arca,62.2122437136055,0.0
30.0,30.0,2.8729848333536627e-06,1.5,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.5,combined,74.88281744364738,0.0
30.0,30.0,2.8729848333536627e-06,1.5625,arca,64.94218159160513,0.0
30.0,30.0,2.8729848333536627e-06,1.5625,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.5625,combined,64.50580761768069,0.0
30.0,30.0,2.8729848333536627e-06,1.625,arca,59.800611264256524,0.0
30.0,30.0,2.8729848333536627e-06,1.625,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.625,combined,62.09934369841493,0.0
30.0,30.0,2.8729848333536627e-06,1.6875,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,1.6875,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.6875,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,1.75,arca,69.26183487991356,0.0
30.0,30.0,2.8729848333536627e-06,1.75,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.75,combined,66.13959991281652,0.0
30.0,30.0,2.8729848333536627e-06,1.8125,arca,59.82070812728764,0.0
30.0,30.0,2.8729848333536627e-06,1.8125,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.8125,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,1.875,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,1.875,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.875,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,1.9375,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,1.9375,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,1.9375,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,2.0,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,2.0,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,2.0,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,2.0625,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,2.0625,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,2.0625,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,2.125,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,2.125,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,2.125,combined,81.62701729125767,0.0
30.0,30.0,2.8729848333536627e-06,2.1875,arca,70.28201042349139,0.0
30.0,30.0,2.8729848333536627e-06,2.1875,orca,57.91946380126602,0.0
30.0,30.0,2.8729848333536627e-06,2.1875,combined,81.62701729125767,0.0
