zenith_cut,angle,phi0,gamma,detector,length_days,mean_max_efstat,mean_max_efstat_error
150.0,5.0,1e-06,1.5,combined,150.0,71.56815578465063,0.0
150.0,5.0,1e-06,1.5625,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,1.625,combined,150.0,70.23255813953489,0.0
150.0,5.0,1e-06,1.6875,combined,150.0,76.64310544611817,0.0
150.0,5.0,1e-06,1.75,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,1.8125,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,1.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,1.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.0,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.0625,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.125,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.1875,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.25,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.3125,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.375,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.4375,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.5,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.5625,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.625,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.6875,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.75,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.8125,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,2.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,1e-06,3.0,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,1.5,combined,150.0,66.68493150684932,0.0
150.0,5.0,2.8729848333536627e-06,1.5625,combined,150.0,57.58139534883721,0.0
150.0,5.0,2.8729848333536627e-06,1.625,combined,150.0,61.72027972027971,0.0
150.0,5.0,2.8729848333536627e-06,1.6875,combined,150.0,62.635939323220526,0.0
150.0,5.0,2.8729848333536627e-06,1.75,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,1.8125,combined,150.0,62.635939323220526,0.0
150.0,5.0,2.8729848333536627e-06,1.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,1.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.0,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.0625,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.125,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.1875,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.25,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.3125,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.375,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.4375,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.5,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.5625,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.625,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.6875,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.75,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.8125,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,2.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.8729848333536627e-06,3.0,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,1.5,combined,150.0,60.424971363115695,0.0
150.0,5.0,8.254041852680188e-06,1.5625,combined,150.0,58.2784222737819,0.0
150.0,5.0,8.254041852680188e-06,1.625,combined,150.0,63.77777777777778,0.0
150.0,5.0,8.254041852680188e-06,1.6875,combined,150.0,74.77389277389275,0.0
150.0,5.0,8.254041852680188e-06,1.75,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,1.8125,combined,150.0,70.23255813953489,0.0
150.0,5.0,8.254041852680188e-06,1.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,1.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.0,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.0625,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.125,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.1875,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.25,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.3125,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.375,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.4375,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.5,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.5625,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.625,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.6875,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.75,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.8125,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,2.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,8.254041852680188e-06,3.0,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.371373705661655e-05,1.5,combined,150.0,58.70953436807095,0.0
150.0,5.0,2.371373705661655e-05,1.5625,combined,150.0,60.840182648401836,0.0
150.0,5.0,2.371373705661655e-05,1.625,combined,150.0,59.33926453143536,0.0
150.0,5.0,2.371373705661655e-05,1.6875,combined,150.0,78.17633410672855,0.0
150.0,5.0,2.371373705661655e-05,1.75,combined,150.0,65.99069767441861,0.0
150.0,5.0,2.371373705661655e-05,1.8125,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.371373705661655e-05,1.875,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.371373705661655e-05,1.9375,combined,150.0,62.242424242424235,0.0
150.0,5.0,2.371373705661655e-05,2.0,combined,150.0,62.242424242424235,0.0
