zenith_cut,angle,phi0,gamma,detector,mean_max_efstat,mean_max_efstat_error
10.0,30.0,1e-14,1.5,arca,66.41360821559957,0.0
10.0,30.0,1e-14,1.5625,arca,66.41360821559957,0.0
10.0,30.0,1e-14,1.625,arca,63.28785550082102,0.0
10.0,30.0,1e-14,1.6875,arca,73.07278702302355,0.0
10.0,30.0,1e-14,1.75,arca,66.41360821559957,0.0
10.0,30.0,1e-14,1.8125,arca,66.41360821559957,0.0
10.0,30.0,1e-14,1.875,arca,66.41360821559957,0.0
10.0,30.0,1e-14,1.9375,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.0,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.0625,arca,79.4631115781178,0.0
10.0,30.0,1e-14,2.125,arca,67.19482119826185,0.0
10.0,30.0,1e-14,2.1875,arca,68.8142487705961,0.0
10.0,30.0,1e-14,2.25,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.3125,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.375,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.4375,arca,61.452022372565764,0.0
10.0,30.0,1e-14,2.5,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.5625,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.625,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.6875,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.75,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.8125,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.875,arca,66.41360821559957,0.0
10.0,30.0,1e-14,2.9375,arca,66.41360821559957,0.0
10.0,30.0,1e-14,3.0,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,1.5,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,1.5625,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,1.625,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,1.6875,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,1.75,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,1.8125,arca,71.79825050433062,0.0
10.0,30.0,2.1544346900318866e-14,1.875,arca,63.40827578506996,0.0
10.0,30.0,2.1544346900318866e-14,1.9375,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.0,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.0625,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.125,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.1875,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.25,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.3125,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.375,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.4375,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.5,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.5625,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.625,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.6875,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.75,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.8125,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.875,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,2.9375,arca,66.41360821559957,0.0
10.0,30.0,2.1544346900318866e-14,3.0,arca,66.41360821559957,0.0
10.0,30.0,4.6415888336127726e-14,1.5,arca,74.46016554323595,0.0
