zenith_cut,angle,phi0,gamma,detector,mean_max_efstat,mean_max_efstat_error
30.0,30.0,1e-14,1.5,arca,62.98884304205167,0.0
30.0,30.0,1e-14,1.5625,arca,62.98884304205167,0.0
30.0,30.0,1e-14,1.625,arca,62.98884304205167,0.0
30.0,30.0,1e-14,1.6875,arca,62.98884304205167,0.0
30.0,30.0,1e-14,1.75,arca,62.98884304205167,0.0
30.0,30.0,1e-14,1.8125,arca,60.225517511117985,0.0
30.0,30.0,1e-14,1.875,arca,62.98884304205167,0.0
30.0,30.0,1e-14,1.9375,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.0,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.0625,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.125,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.1875,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.25,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.3125,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.375,arca,68.53458319812097,0.0
30.0,30.0,1e-14,2.4375,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.5,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.5625,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.625,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.6875,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.75,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.8125,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.875,arca,62.98884304205167,0.0
30.0,30.0,1e-14,2.9375,arca,61.5503384385831,0.0
30.0,30.0,1e-14,3.0,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,1.5,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,1.5625,arca,59.0986558234575,0.0
30.0,30.0,2.1544346900318866e-14,1.625,arca,70.98347821470117,0.0
30.0,30.0,2.1544346900318866e-14,1.6875,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,1.75,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,1.8125,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,1.875,arca,66.8001236189446,0.0
30.0,30.0,2.1544346900318866e-14,1.9375,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.0,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.0625,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.125,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.1875,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.25,arca,62.67354167622424,0.0
30.0,30.0,2.1544346900318866e-14,2.3125,arca,64.77749193037496,0.0
30.0,30.0,2.1544346900318866e-14,2.375,arca,66.47874945068743,0.0
30.0,30.0,2.1544346900318866e-14,2.4375,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.5,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.5625,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.625,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.6875,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.75,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.8125,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.875,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,2.9375,arca,62.98884304205167,0.0
30.0,30.0,2.1544346900318866e-14,3.0,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,1.5,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,1.5625,arca,64.04584774877657,0.0
30.0,30.0,4.6415888336127726e-14,1.625,arca,59.56304857912575,0.0
30.0,30.0,4.6415888336127726e-14,1.6875,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,1.75,arca,62.189537528430634,0.0
30.0,30.0,4.6415888336127726e-14,1.8125,arca,61.51909972160444,0.0
30.0,30.0,4.6415888336127726e-14,1.875,arca,59.54402045391169,0.0
30.0,30.0,4.6415888336127726e-14,1.9375,arca,61.26545239149396,0.0
30.0,30.0,4.6415888336127726e-14,2.0,arca,62.53936858671854,0.0
30.0,30.0,4.6415888336127726e-14,2.0625,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.125,arca,70.00301207000166,0.0
30.0,30.0,4.6415888336127726e-14,2.1875,arca,60.391315478059255,0.0
30.0,30.0,4.6415888336127726e-14,2.25,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.3125,arca,63.58749403917544,0.0
30.0,30.0,4.6415888336127726e-14,2.375,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.4375,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.5,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.5625,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.625,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.6875,arca,62.98884304205167,0.0
30.0,30.0,4.6415888336127726e-14,2.75,arca,62.98884304205167,0.0
