zenith_cut,angle,phi0,gamma,detector,length_days,mean_max_efstat,mean_max_efstat_error
0.0,20.0,1e-06,1.5,combined,150.0,72.44677558719384,0.0
0.0,20.0,1e-06,1.5625,combined,150.0,59.301168930811926,0.0
0.0,20.0,1e-06,1.625,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,1.6875,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,1.75,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,1.8125,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,1.875,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,1.9375,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.0,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.0625,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.125,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.1875,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.25,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.3125,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.375,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.4375,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.5,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.5625,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.625,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.6875,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.75,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.8125,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.875,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,2.9375,combined,150.0,59.331247849168165,0.0
0.0,20.0,1e-06,3.0,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,1.5,combined,150.0,58.10529554911892,0.0
0.0,20.0,2.8729848333536627e-06,1.5625,combined,150.0,56.21908891260043,0.0
0.0,20.0,2.8729848333536627e-06,1.625,combined,150.0,66.05071751967391,0.0
0.0,20.0,2.8729848333536627e-06,1.6875,combined,150.0,58.43248980882369,0.0
0.0,20.0,2.8729848333536627e-06,1.75,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,1.8125,combined,150.0,59.26441351888667,0.0
0.0,20.0,2.8729848333536627e-06,1.875,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,1.9375,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,2.0,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,2.0625,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,2.125,combined,150.0,59.331247849168165,0.0
0.0,20.0,2.8729848333536627e-06,2.1875,combined,150.0,59.331247849168165,0.0
