zenith_cut,angle,phi0,gamma,detector,mean_max_efstat,mean_max_efstat_error
15.0,30.0,1e-14,1.5,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.5625,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.625,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.6875,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.75,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.8125,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.875,arca,63.53074425105889,0.0
15.0,30.0,1e-14,1.9375,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.0,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.0625,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.125,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.1875,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.25,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.3125,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.375,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.4375,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.5,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.5625,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.625,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.6875,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.75,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.8125,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.875,arca,63.53074425105889,0.0
15.0,30.0,1e-14,2.9375,arca,63.53074425105889,0.0
15.0,30.0,1e-14,3.0,arca,77.7712562745048,0.0
15.0,30.0,2.1544346900318866e-14,1.5,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,1.5625,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,1.625,arca,64.0562454976654,0.0
15.0,30.0,2.1544346900318866e-14,1.6875,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,1.75,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,1.8125,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,1.875,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,1.9375,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.0,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.0625,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.125,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.1875,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.25,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.3125,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.375,arca,67.98850331797625,0.0
15.0,30.0,2.1544346900318866e-14,2.4375,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.5,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.5625,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.625,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.6875,arca,65.48435618410169,0.0
15.0,30.0,2.1544346900318866e-14,2.75,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.8125,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.875,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,2.9375,arca,63.53074425105889,0.0
15.0,30.0,2.1544346900318866e-14,3.0,arca,70.85568687808782,0.0
15.0,30.0,4.6415888336127726e-14,1.5,arca,76.71232103498772,0.0
15.0,30.0,4.6415888336127726e-14,1.5625,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,1.625,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,1.6875,arca,78.1502281601189,0.0
15.0,30.0,4.6415888336127726e-14,1.75,arca,77.19188945026266,0.0
15.0,30.0,4.6415888336127726e-14,1.8125,arca,69.5899725740347,0.0
15.0,30.0,4.6415888336127726e-14,1.875,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,1.9375,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.0,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.0625,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.125,arca,73.13475508879807,0.0
15.0,30.0,4.6415888336127726e-14,2.1875,arca,71.96095933179326,0.0
15.0,30.0,4.6415888336127726e-14,2.25,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.3125,arca,63.82497464217289,0.0
15.0,30.0,4.6415888336127726e-14,2.375,arca,63.56277493177069,0.0
15.0,30.0,4.6415888336127726e-14,2.4375,arca,73.18058990448235,0.0
15.0,30.0,4.6415888336127726e-14,2.5,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.5625,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.625,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.6875,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.75,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.8125,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.875,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,2.9375,arca,63.53074425105889,0.0
15.0,30.0,4.6415888336127726e-14,3.0,arca,63.53074425105889,0.0
